factor,atr_period,order_size,dema_length,0_cumulative_return,0_max_drawdown,0_sharpe_ratio,0_annual volatility,0_annualized_return,0_calmar,0_number_of_transactions,1_cumulative_return,1_max_drawdown,1_sharpe_ratio,1_annual volatility,1_annualized_return,1_calmar,1_number_of_transactions,2_cumulative_return,2_max_drawdown,2_sharpe_ratio,2_annual volatility,2_annualized_return,2_calmar,2_number_of_transactions,3_cumulative_return,3_max_drawdown,3_sharpe_ratio,3_annual volatility,3_annualized_return,3_calmar,3_number_of_transactions,4_cumulative_return,4_max_drawdown,4_sharpe_ratio,4_annual volatility,4_annualized_return,4_calmar,4_number_of_transactions
3.5,12,50,576,1.066,0.3503,0.3444,0.0929,1.1069,0.2136,34,1.5669,0.4213,1.6223,0.1267,2.0416,1.1406,23,1.2131,0.1839,0.8321,0.1096,1.3593,1.16,30,1.1078,0.2008,0.5269,0.0914,1.1767,0.5609,27,1.0474,0.2413,0.2823,0.0734,1.0764,0.201,28
3.5,12,50,676,1.0353,0.3374,0.2097,0.0929,1.0566,0.1351,34,1.6189,0.4756,1.8037,0.1207,2.1503,1.0707,22,1.1466,0.1781,0.62,0.1074,1.2429,0.8739,30,1.1137,0.2137,0.5561,0.0902,1.1867,0.5491,27,1.0965,0.1745,0.5658,0.0703,1.1575,0.5333,26
3.5,12,60,30,0.8712,0.5141,-0.3439,0.1299,0.8032,-0.2033,29,1.9812,0.423,1.9201,0.1664,2.9641,1.7659,18,1.0125,0.3075,0.1765,0.1517,1.0199,0.2036,26,1.101,0.2074,0.4321,0.1248,1.1652,0.6079,27,1.1032,0.2871,0.4889,0.0977,1.1688,0.3894,24
3.5,12,60,60,0.8712,0.5141,-0.3439,0.1299,0.8032,-0.2033,29,1.9812,0.423,1.9201,0.1664,2.9641,1.7659,18,1.0125,0.3075,0.1765,0.1517,1.0199,0.2036,26,1.1157,0.2102,0.4777,0.1248,1.1901,0.6632,26,1.1032,0.2871,0.4889,0.0977,1.1688,0.3894,24
3.5,12,60,100,0.9284,0.5384,-0.1382,0.1289,0.8886,-0.0774,31,1.9812,0.423,1.9201,0.1664,2.9641,1.7659,18,1.002,0.3075,0.1468,0.1517,1.0031,0.1693,27,1.1127,0.2058,0.4711,0.123,1.185,0.6586,28,1.0902,0.2987,0.4386,0.0971,1.1471,0.3333,27
3.5,12,60,120,0.9982,0.4585,0.0983,0.1263,0.9972,0.0633,32,1.9812,0.423,1.9201,0.1664,2.9641,1.7659,18,0.985,0.3023,0.0992,0.152,0.9762,0.1166,28,1.1066,0.2058,0.4533,0.122,1.1746,0.628,30,1.0705,0.2933,0.3585,0.0969,1.1143,0.277,27
3.5,12,60,144,1.0096,0.4449,0.1347,0.1247,1.0153,0.0883,33,1.9759,0.4215,1.9136,0.1663,2.9514,1.7654,19,0.9663,0.3029,0.0451,0.1519,0.947,0.0529,30,1.0964,0.2039,0.4227,0.1203,1.1574,0.583,29,1.1039,0.3072,0.4978,0.0955,1.17,0.362,26
3.5,12,60,169,0.9957,0.4968,0.0882,0.1254,0.9931,0.0521,33,1.9451,0.4136,1.877,0.1659,2.8787,1.7605,19,1.0326,0.2676,0.23,0.1494,1.0523,0.3003,29,1.0702,0.2025,0.3369,0.1199,1.1138,0.4666,30,1.0797,0.3215,0.3986,0.0955,1.1295,0.277,27
3.5,12,60,252,1.115,0.4543,0.4876,0.1172,1.1888,0.2941,34,1.7065,0.4852,1.5096,0.1704,2.3382,1.2395,25,1.0781,0.2611,0.3535,0.1454,1.1269,0.4603,31,1.1096,0.2233,0.4695,0.1176,1.1797,0.5784,31,1.1995,0.2183,0.8938,0.0921,1.335,0.8816,30
3.5,12,60,576,1.074,0.4316,0.3562,0.1102,1.1201,0.2127,34,1.6731,0.526,1.6166,0.1489,2.2659,1.0702,23,1.2539,0.2251,0.8527,0.1303,1.4327,1.1547,30,1.1257,0.2448,0.5425,0.109,1.2071,0.5649,27,1.0531,0.2855,0.2939,0.0874,1.0857,0.2106,28
3.5,12,60,676,1.0367,0.4124,0.2191,0.1102,1.0589,0.1369,34,1.7394,0.6032,1.7996,0.1416,2.4102,0.9881,22,1.1724,0.216,0.6392,0.1277,1.2876,0.8839,30,1.1329,0.2598,0.5715,0.1076,1.2193,0.5534,27,1.1132,0.2075,0.581,0.0837,1.1856,0.5487,26
3.5,12,70,30,0.8443,0.6083,-0.3419,0.1504,0.7642,-0.1977,29,2.1626,0.5078,1.9234,0.1909,3.4069,1.6907,18,1.0039,0.353,0.1836,0.1757,1.0062,0.2137,26,1.1116,0.2448,0.4442,0.1448,1.1831,0.6145,26,1.1144,0.331,0.494,0.1132,1.1877,0.3951,24
3.5,12,70,60,0.8443,0.6083,-0.3419,0.1504,0.7642,-0.1977,29,2.1626,0.5078,1.9234,0.1909,3.4069,1.6907,18,1.0039,0.353,0.1836,0.1757,1.0062,0.2137,26,1.129,0.2486,0.4901,0.1448,1.2126,0.6674,26,1.1144,0.331,0.494,0.1132,1.1877,0.3951,24
3.5,12,70,100,0.9096,0.6436,-0.134,0.1491,0.8603,-0.0726,31,2.1626,0.5078,1.9234,0.1909,3.4069,1.6907,18,0.9917,0.353,0.1537,0.1756,0.9868,0.1788,27,1.1256,0.2422,0.4833,0.1428,1.2069,0.6661,28,1.0993,0.344,0.4438,0.1124,1.1623,0.3392,27
3.5,12,70,120,0.9907,0.5503,0.1055,0.146,0.9852,0.0655,32,2.1626,0.5078,1.9234,0.1909,3.4069,1.6907,18,0.9721,0.3461,0.1059,0.176,0.956,0.126,28,1.1186,0.2424,0.4657,0.1415,1.1949,0.6355,30,1.076,0.3367,0.3625,0.1122,1.1234,0.2826,27
3.5,12,70,144,1.004,0.5341,0.142,0.1441,1.0063,0.0896,33,2.1561,0.506,1.917,0.1908,3.3906,1.6907,19,0.9506,0.3458,0.0512,0.1759,0.9226,0.0608,30,1.1065,0.2398,0.4345,0.1395,1.1745,0.5912,29,1.1156,0.3553,0.5035,0.1106,1.1897,0.3665,26
3.5,12,70,169,0.9873,0.5953,0.094,0.1449,0.9799,0.0535,33,2.1188,0.4961,1.881,0.1904,3.298,1.6885,19,1.0275,0.3084,0.2376,0.1731,1.0441,0.3118,30,1.0758,0.2378,0.3483,0.1391,1.1231,0.4765,30,1.0869,0.3715,0.4029,0.1106,1.1415,0.2806,27
3.5,12,70,252,1.1272,0.5469,0.496,0.1353,1.2096,0.287,34,1.8167,0.5811,1.5034,0.1963,2.5827,1.1876,25,1.0822,0.3012,0.365,0.1684,1.1338,0.4771,31,1.1225,0.2648,0.482,0.1364,1.2016,0.5807,31,1.2302,0.2543,0.9051,0.1065,1.3895,0.8873,30
3.5,12,70,576,1.0802,0.5166,0.3648,0.1271,1.1304,0.2099,34,1.7748,0.6367,1.6071,0.1706,2.4887,1.0067,23,1.2938,0.2676,0.8705,0.1507,1.5058,1.1466,30,1.1423,0.291,0.5552,0.1263,1.2354,0.5637,27,1.0577,0.3284,0.3021,0.1013,1.0931,0.218,28
3.5,12,70,676,1.0363,0.4898,0.2253,0.1272,1.0583,0.1368,34,1.8562,0.7418,1.7908,0.1619,2.6725,0.9141,22,1.1969,0.2544,0.6558,0.1477,1.3305,0.8905,30,1.1507,0.3069,0.5839,0.1247,1.25,0.5547,27,1.129,0.2398,0.5927,0.097,1.2125,0.5608,26
3.5,12,75,30,0.8305,0.656,-0.3416,0.1605,0.7444,-0.1954,29,2.2544,0.5513,1.9242,0.2029,3.6396,1.6563,18,0.9985,0.375,0.1865,0.1876,0.9976,0.2182,26,1.1162,0.2646,0.4496,0.1547,1.1909,0.6149,26,1.1194,0.3526,0.4958,0.1208,1.1961,0.3974,24
3.5,12,75,60,0.8305,0.656,-0.3416,0.1605,0.7444,-0.1954,29,2.2544,0.5513,1.9242,0.2029,3.6396,1.6563,18,0.9985,0.375,0.1865,0.1876,0.9976,0.2182,26,1.1349,0.269,0.4956,0.1547,1.2228,0.6666,26,1.1194,0.3526,0.4958,0.1208,1.1961,0.3974,24
3.5,12,75,100,0.8997,0.6977,-0.1326,0.1592,0.8454,-0.0707,31,2.2544,0.5513,1.9242,0.2029,3.6396,1.6563,18,0.9855,0.375,0.1566,0.1875,0.9771,0.1831,27,1.1314,0.2606,0.4887,0.1525,1.2167,0.669,28,1.1033,0.3661,0.4456,0.12,1.1689,0.3416,27
3.5,12,75,120,0.9862,0.5977,0.1083,0.1558,0.9781,0.066,32,2.2544,0.5513,1.9242,0.2029,3.6396,1.6563,18,0.9647,0.3671,0.1087,0.188,0.9445,0.1302,28,1.1239,0.2609,0.4712,0.1512,1.204,0.6383,30,1.0782,0.3578,0.3637,0.1198,1.1269,0.2849,27
3.5,12,75,144,1.0004,0.5804,0.1449,0.1537,1.0007,0.0897,33,2.2473,0.5493,1.9178,0.2029,3.6213,1.6565,19,0.9418,0.3664,0.0536,0.1878,0.909,0.0643,30,1.111,0.2579,0.4397,0.1491,1.182,0.5943,30,1.1208,0.3791,0.5055,0.118,1.1986,0.3682,26
3.5,12,75,169,0.9824,0.6462,0.0961,0.1546,0.9722,0.0538,33,2.2067,0.5384,1.8821,0.2025,3.518,1.6555,19,1.0239,0.3282,0.2409,0.1848,1.0383,0.317,29,1.078,0.2556,0.3533,0.1486,1.1267,0.4805,30,1.0899,0.3961,0.4041,0.1181,1.1465,0.2818,27
3.5,12,75,252,1.1325,0.5951,0.4994,0.1443,1.2187,0.2831,34,1.8701,0.63,1.4996,0.2091,2.7044,1.1641,25,1.0834,0.3208,0.37,0.1797,1.1357,0.4847,31,1.1284,0.286,0.4875,0.1457,1.2116,0.5809,31,1.2452,0.2721,0.9098,0.1137,1.4165,0.8893,30
3.5,12,75,576,1.0826,0.5605,0.3682,0.1355,1.1344,0.2081,34,1.8237,0.6941,1.6012,0.1812,2.5985,0.9774,23,1.3134,0.2893,0.8786,0.1608,1.5422,1.142,30,1.1501,0.3147,0.5608,0.1349,1.2488,0.5622,27,1.0595,0.3494,0.3053,0.1082,1.0961,0.2211,28
3.5,12,75,676,1.0354,0.5294,0.2276,0.1356,1.0569,0.1363,34,1.913,0.8151,1.7851,0.1718,2.8035,0.8801,22,1.2086,0.2738,0.6633,0.1576,1.3513,0.8931,30,1.1592,0.3309,0.5893,0.1332,1.2646,0.5547,27,1.1366,0.2557,0.5977,0.1035,1.2254,0.5661,26
3.5,12,80,30,0.8164,0.7042,-0.3417,0.1705,0.7245,-0.1934,29,2.3468,0.5955,1.9245,0.2149,3.8795,1.6237,18,0.9925,0.3964,0.1892,0.1994,0.9881,0.2225,26,1.1203,0.2846,0.4546,0.1646,1.1979,0.6149,26,1.1239,0.3739,0.4971,0.1284,1.2038,0.3994,24
3.5,12,80,60,0.8164,0.7042,-0.3417,0.1705,0.7245,-0.1934,29,2.3468,0.5955,1.9245,0.2149,3.8795,1.6237,18,0.9925,0.3964,0.1892,0.1994,0.9881,0.2225,26,1.1404,0.2897,0.5007,0.1646,1.2322,0.6653,26,1.1239,0.3739,0.4971,0.1284,1.2038,0.3994,24
3.5,12,80,100,0.8894,0.7529,-0.1315,0.1691,0.83,-0.0691,31,2.3468,0.5955,1.9245,0.2149,3.8795,1.6237,18,0.9787,0.3964,0.1591,0.1993,0.9664,0.187,27,1.1367,0.2791,0.4937,0.1623,1.2258,0.6713,28,1.1067,0.3879,0.447,0.1275,1.1748,0.3437,27
3.5,12,80,120,0.9812,0.6462,0.1107,0.1655,0.9703,0.0663,32,2.3468,0.5955,1.9245,0.2149,3.8795,1.6237,18,0.9567,0.3875,0.1112,0.1998,0.9321,0.134,28,1.1288,0.2796,0.4763,0.1608,1.2123,0.6406,31,1.0798,0.3785,0.3645,0.1273,1.1297,0.2869,27
3.5,12,80,144,0.9964,0.6276,0.1474,0.1633,0.9943,0.0896,33,2.339,0.5933,1.9181,0.2148,3.8592,1.6242,19,0.9324,0.3863,0.0557,0.1996,0.8947,0.0674,30,1.1149,0.2762,0.4445,0.1586,1.1888,0.5969,29,1.1256,0.4026,0.5071,0.1254,1.2068,0.3696,26
3.5,12,80,169,0.977,0.6982,0.0978,0.1642,0.9637,0.0538,33,2.2951,0.5813,1.8828,0.2144,3.7446,1.6243,19,1.0196,0.3477,0.2438,0.1964,1.0314,0.322,29,1.0797,0.2735,0.3578,0.1581,1.1296,0.4839,30,1.0924,0.4205,0.405,0.1255,1.1507,0.2828,27
3.5,12,80,252,1.1373,0.6444,0.5022,0.1532,1.2269,0.2791,34,1.9223,0.6795,1.4956,0.2219,2.8254,1.142,25,1.0839,0.3403,0.3747,0.191,1.1366,0.492,31,1.1338,0.3075,0.4926,0.155,1.2209,0.5806,31,1.2599,0.29,0.9141,0.1208,1.4433,0.891,30
3.5,12,80,576,1.0846,0.6054,0.3712,0.1438,1.1378,0.2061,34,1.8711,0.7529,1.5949,0.1917,2.7067,0.9496,23,1.3327,0.3113,0.8863,0.1708,1.5784,1.1371,30,1.1575,0.3388,0.566,0.1435,1.2617,0.5604,27,1.061,0.3701,0.3081,0.115,1.0987,0.2239,28
3.5,12,80,676,1.0341,0.5695,0.2294,0.1438,1.0547,0.1355,34,1.9684,0.8911,1.7787,0.1816,2.9338,0.8479,22,1.2199,0.2933,0.6705,0.1675,1.3716,0.8952,30,1.1673,0.3551,0.5943,0.1416,1.2787,0.5542,27,1.1439,0.2715,0.6022,0.1101,1.238,0.5711,26
3.5,12,85,30,0.8022,0.7528,-0.342,0.1805,0.7044,-0.1917,29,2.4397,0.6403,1.9244,0.2267,4.1264,1.5931,18,0.9858,0.4173,0.1915,0.2111,0.9775,0.2266,26,1.124,0.3049,0.4592,0.1745,1.2042,0.6146,26,1.128,0.3949,0.4981,0.1359,1.2107,0.4011,24
3.5,12,85,60,0.8022,0.7528,-0.342,0.1805,0.7044,-0.1917,29,2.4397,0.6403,1.9244,0.2267,4.1264,1.5931,18,0.9858,0.4173,0.1915,0.2111,0.9775,0.2266,26,1.1454,0.3107,0.5055,0.1745,1.2408,0.6637,26,1.128,0.3949,0.4981,0.1359,1.2107,0.4011,24
3.5,12,85,100,0.8787,0.8091,-0.1308,0.179,0.8142,-0.0677,31,2.4397,0.6403,1.9244,0.2267,4.1264,1.5931,18,0.9713,0.4173,0.1614,0.211,0.9548,0.1908,27,1.1415,0.2978,0.4984,0.172,1.2341,0.6733,28,1.1098,0.4094,0.448,0.135,1.18,0.3456,27
3.5,12,85,120,0.9758,0.6958,0.1128,0.1751,0.9618,0.0664,32,2.4397,0.6403,1.9244,0.2267,4.1264,1.5931,18,0.9481,0.4073,0.1134,0.2116,0.9188,0.1377,28,1.1332,0.2984,0.481,0.1704,1.2199,0.6425,30,1.0811,0.3988,0.365,0.1348,1.1318,0.2886,27
3.5,12,85,144,0.9919,0.6759,0.1495,0.1727,0.9872,0.0893,33,2.4313,0.6378,1.9181,0.2266,4.1039,1.5937,19,0.9224,0.4055,0.0576,0.2114,0.8796,0.0703,30,1.1185,0.2945,0.449,0.1681,1.1948,0.5991,29,1.13,0.4259,0.5084,0.1328,1.2143,0.3708,26
3.5,12,85,169,0.9711,0.7512,0.0991,0.1738,0.9545,0.0536,33,2.3839,0.6247,1.8831,0.2263,3.9774,1.5949,19,1.0147,0.3667,0.2464,0.208,1.0234,0.3268,29,1.081,0.2914,0.3621,0.1676,1.1317,0.4869,30,1.0945,0.4446,0.4055,0.1329,1.1542,0.2835,27
3.5,12,85,252,1.1416,0.695,0.5047,0.162,1.2343,0.275,34,1.9732,0.7296,1.4913,0.2346,2.9452,1.1213,25,1.0838,0.3594,0.3791,0.2023,1.1364,0.499,31,1.1389,0.3293,0.4974,0.1642,1.2296,0.58,31,1.2745,0.3078,0.9181,0.1279,1.4699,0.8924,30
3.5,12,85,576,1.0862,0.6511,0.3737,0.152,1.1404,0.204,34,1.917,0.8128,1.588,0.2021,2.8129,0.9232,23,1.3518,0.3335,0.8937,0.1807,1.6145,1.132,30,1.1646,0.3633,0.5708,0.152,1.274,0.5583,27,1.0623,0.3905,0.3105,0.1217,1.1007,0.2265,28
3.5,12,85,676,1.0323,0.6102,0.2308,0.1521,1.0519,0.1345,34,2.0225,0.9697,1.7716,0.1913,3.0629,0.8173,22,1.231,0.3129,0.6773,0.1772,1.3913,0.897,30,1.175,0.3796,0.5989,0.15,1.2922,0.5535,27,1.1511,0.2871,0.6063,0.1165,1.2503,0.5757,26
3.5,12,90,30,0.7877,0.8018,-0.3426,0.1904,0.6843,-0.1903,29,2.533,0.6856,1.924,0.2384,4.38,1.5642,18,0.9785,0.4376,0.1937,0.2228,0.966,0.2306,26,1.1272,0.3254,0.4637,0.1843,1.2096,0.614,26,1.1316,0.4156,0.4988,0.1434,1.217,0.4027,24
3.5,12,90,60,0.7877,0.8018,-0.3426,0.1904,0.6843,-0.1903,29,2.533,0.6856,1.924,0.2384,4.38,1.5642,18,0.9785,0.4376,0.1937,0.2228,0.966,0.2306,26,1.1499,0.332,0.51,0.1842,1.2486,0.6619,26,1.1316,0.4156,0.4988,0.1434,1.217,0.4027,24
3.5,12,90,100,0.8676,0.8662,-0.1304,0.1888,0.798,-0.0664,32,2.533,0.6856,1.924,0.2384,4.38,1.5642,18,0.9632,0.4376,0.1634,0.2227,0.9422,0.1944,27,1.1459,0.3165,0.5029,0.1817,1.2416,0.6749,30,1.1125,0.4306,0.4487,0.1425,1.1844,0.3473,27
3.5,12,90,120,0.9699,0.7464,0.1146,0.1846,0.9526,0.0663,33,2.533,0.6856,1.924,0.2384,4.38,1.5642,18,0.9389,0.4265,0.1153,0.2233,0.9047,0.1412,28,1.1372,0.3173,0.4856,0.18,1.2267,0.644,30,1.0819,0.4188,0.3651,0.1423,1.1331,0.2902,27
3.5,12,90,144,0.987,0.7252,0.1513,0.1821,0.9794,0.0889,33,2.5239,0.683,1.9177,0.2383,4.3551,1.565,19,0.912,0.4241,0.0593,0.2231,0.8638,0.0729,30,1.1216,0.313,0.4531,0.1775,1.2,0.601,30,1.1341,0.449,0.5093,0.1401,1.2211,0.3718,26
3.5,12,90,169,0.9648,0.8054,0.1002,0.1833,0.9446,0.0533,34,2.473,0.6687,1.8831,0.238,4.2163,1.5671,19,1.0091,0.3852,0.2488,0.2195,1.0145,0.3315,29,1.0818,0.3095,0.3661,0.177,1.1331,0.4895,30,1.0962,0.4684,0.4057,0.1402,1.157,0.2841,27
3.5,12,90,252,1.1453,0.7469,0.5068,0.1707,1.2407,0.2709,34,2.0227,0.78,1.4868,0.2473,3.0634,1.1021,25,1.083,0.3783,0.3833,0.2135,1.1351,0.5057,31,1.1435,0.3514,0.5018,0.1734,1.2375,0.5791,31,1.2888,0.3255,0.9217,0.1349,1.4962,0.8936,30
3.5,12,90,576,1.0873,0.6978,0.3759,0.1601,1.1423,0.2017,34,1.9613,0.874,1.5807,0.2124,2.9168,0.8982,23,1.3705,0.3561,0.9008,0.1905,1.6503,1.1268,30,1.1714,0.3882,0.5754,0.1604,1.2858,0.556,27,1.0633,0.4105,0.3127,0.1285,1.1023,0.2289,28
3.5,12,90,676,1.0302,0.6514,0.2318,0.1602,1.0484,0.1333,34,2.075,1.0511,1.7639,0.2009,3.1903,0.7884,22,1.2416,0.3326,0.6838,0.1869,1.4105,0.8986,30,1.1824,0.4043,0.6033,0.1584,1.3051,0.5525,27,1.158,0.3026,0.6101,0.123,1.2623,0.5801,26
3.5,12,100,30,0.4093,1.0133,-0.9313,0.3026,0.2418,-0.6503,1,-2.9169,4.412,-0.9429,29.1712,-5.4814,-14.5784,1,0.9538,0.695,0.1142,0.2055,0.9275,0.079,1,1.6194,0.2485,1.7557,0.1247,2.1513,2.0596,1,0.796,0.4683,-0.3204,0.19,0.696,-0.304,1
3.5,12,100,60,0.4093,1.0133,-0.9313,0.3026,0.2418,-0.6503,1,-2.9169,4.412,-0.9429,29.1712,-5.4814,-14.5784,1,0.9538,0.695,0.1142,0.2055,0.9275,0.079,1,1.6277,0.243,1.8218,0.1207,2.169,2.1164,1,0.796,0.4683,-0.3204,0.19,0.696,-0.304,1
3.5,12,100,100,0.4562,0.9168,-0.7348,0.3122,0.2873,-0.5851,3,-2.9169,4.412,-0.9429,29.1712,-5.4814,-14.5784,1,0.946,0.6662,0.0822,0.1975,0.9155,0.057,3,1.6228,0.2463,1.8215,0.1199,2.1585,2.0739,1,0.8735,0.4099,-0.1404,0.1802,0.8067,-0.1444,2
3.5,12,100,120,0.446,0.9196,-0.7267,0.3206,0.2772,-0.5924,3,-2.9169,4.412,-0.9429,29.1712,-5.4814,-14.5784,1,0.946,0.6662,0.0822,0.1975,0.9155,0.057,3,1.9414,0.3647,1.9536,0.1572,2.8701,1.9698,3,0.8419,0.4214,-0.1897,0.1912,0.7609,-0.2013,2
3.5,12,100,144,0.4436,0.9203,-0.7245,0.3226,0.2748,-0.5939,3,0.1154,1.0705,-0.8475,0.6008,0.0323,-1.1122,3,0.9272,0.7159,0.0522,0.204,0.8868,0.0348,5,1.852,0.3603,1.8062,0.1593,2.6628,1.8676,3,0.9458,0.3836,-0.0432,0.1408,0.9153,-0.0371,2
3.5,12,100,169,0.4269,0.6068,-1.1582,0.2544,0.2586,-1.1353,5,0.1154,1.0705,-0.8475,0.6008,0.0323,-1.1122,3,0.7601,0.8931,-0.2487,0.2346,0.6467,-0.1528,7,1.7667,0.3603,1.6889,0.1582,2.4707,1.7341,5,0.9171,0.394,-0.1122,0.1485,0.8717,-0.0989,2
3.5,12,100,252,0.2208,0.8101,-0.7764,0.4898,0.0907,-1.0977,9,0.0278,1.0895,-0.1591,1.1093,0.0034,-0.3789,10,1.1813,0.5089,0.5652,0.1926,1.3032,0.5003,7,1.791,0.4223,1.6656,0.1656,2.525,1.5275,5,0.8215,0.5971,-0.4515,0.1441,0.7318,-0.2548,4
3.5,12,100,576,0.6913,0.9293,-0.2655,0.2791,0.5561,-0.1865,10,-1.2394,2.5873,-2.3446,16.544,-1.4065,-35.0572,7,1.2702,0.2428,0.7552,0.1757,1.4624,1.2775,13,1.9155,0.3866,1.7594,0.1753,2.8095,1.8652,14,1.162,0.2777,0.5502,0.1633,1.2692,0.757,2
3.5,12,100,676,0.6818,0.9527,-0.2867,0.279,0.5441,-0.1963,8,0.1297,1.1238,-0.7428,4.3811,0.0389,-6.7714,7,1.25,0.2484,0.7173,0.1751,1.4257,1.1823,13,1.8123,0.3866,1.6372,0.1734,2.5727,1.7175,16,0.5693,0.5218,-1.3708,0.1582,0.4088,-0.9724,3
3.5,14,50,30,0.9447,0.3938,-0.1408,0.1104,0.9135,-0.0923,27,1.8036,0.3415,1.9135,0.1412,2.553,1.8499,18,1.0087,0.2679,0.1355,0.1275,1.0139,0.1508,27,1.0807,0.1779,0.3881,0.1046,1.1314,0.5335,27,1.0725,0.2375,0.3951,0.082,1.1176,0.3192,25
3.5,14,50,60,0.9447,0.3938,-0.1408,0.1104,0.9135,-0.0923,27,1.8036,0.3415,1.9135,0.1412,2.553,1.8499,18,1.0087,0.2679,0.1355,0.1275,1.0139,0.1508,27,1.0928,0.1799,0.4335,0.1046,1.1515,0.5894,26,1.0725,0.2375,0.3951,0.082,1.1176,0.3192,25
3.5,14,50,100,0.9958,0.4079,0.0619,0.1096,0.9933,0.0389,29,1.8036,0.3415,1.9135,0.1412,2.553,1.8499,18,0.9999,0.2679,0.1061,0.1274,0.9999,0.118,28,1.0903,0.1767,0.4266,0.1031,1.1472,0.582,29,1.0618,0.2476,0.344,0.0814,1.1,0.2647,28
3.5,14,50,120,1.0567,0.3447,0.2945,0.1074,1.0917,0.2145,30,1.8036,0.3415,1.9135,0.1412,2.553,1.8499,18,0.9858,0.2641,0.0587,0.1277,0.9775,0.0664,29,1.0851,0.1766,0.4083,0.1022,1.1386,0.5525,30,1.0455,0.2438,0.2629,0.0813,1.0733,0.2051,27
3.5,14,50,144,1.0667,0.3551,0.3328,0.1061,1.108,0.2325,31,1.7993,0.3404,1.907,0.1411,2.5435,1.8489,19,0.975,0.2612,0.0215,0.1275,0.9605,0.0245,30,1.0767,0.1753,0.3778,0.1008,1.1246,0.5082,30,1.082,0.2555,0.4472,0.08,1.1333,0.3276,26
3.5,14,50,169,1.0752,0.4118,0.3649,0.1063,1.1222,0.2203,31,1.7746,0.3342,1.8699,0.1407,2.4883,1.8408,19,1.0301,0.2243,0.2045,0.1255,1.0483,0.2675,29,1.0552,0.1742,0.2923,0.1005,1.0891,0.3943,31,1.0623,0.2678,0.3493,0.08,1.1008,0.2442,27
3.5,14,50,252,1.1314,0.3722,0.5889,0.1004,1.2168,0.3716,32,1.5926,0.3926,1.5132,0.144,2.0952,1.298,25,1.0665,0.22,0.3237,0.1221,1.1077,0.4199,31,1.0872,0.19,0.4232,0.0986,1.1422,0.5137,31,1.1588,0.1808,0.8369,0.0772,1.2637,0.8356,30
3.5,14,50,576,1.091,0.3601,0.4466,0.0947,1.1485,0.2747,32,1.5669,0.4213,1.6223,0.1267,2.0416,1.1406,23,1.2077,0.1831,0.8148,0.1097,1.3498,1.1411,30,1.0999,0.2078,0.4935,0.0914,1.1634,0.5077,27,1.0303,0.2368,0.1867,0.0733,1.0486,0.1352,28
3.5,14,50,676,1.044,0.3361,0.2475,0.0951,1.0708,0.1638,32,1.6189,0.4756,1.8037,0.1207,2.1503,1.0707,22,1.1418,0.1774,0.6032,0.1074,1.2346,0.854,30,1.1058,0.2205,0.5223,0.0902,1.1733,0.4997,27,1.0872,0.173,0.5134,0.0704,1.142,0.489,25
3.5,14,60,30,0.9278,0.4767,-0.1322,0.1314,0.8877,-0.0852,27,1.9812,0.423,1.9201,0.1664,2.9641,1.7659,18,1.0012,0.3165,0.1448,0.1518,1.0018,0.1623,26,1.0916,0.2156,0.4027,0.1248,1.1494,0.5451,27,1.0816,0.281,0.4025,0.0977,1.1327,0.3274,24
3.5,14,60,60,0.9278,0.4767,-0.1322,0.1314,0.8877,-0.0852,27,1.9812,0.423,1.9201,0.1664,2.9641,1.7659,18,1.0012,0.3165,0.1448,0.1518,1.0018,0.1623,26,1.1062,0.2185,0.4483,0.1248,1.174,0.5988,26,1.0816,0.281,0.4025,0.0977,1.1327,0.3274,24
3.5,14,60,100,0.9886,0.4989,0.0729,0.1304,0.982,0.0445,30,1.9812,0.423,1.9201,0.1664,2.9641,1.7659,18,0.9907,0.3165,0.1151,0.1517,0.9853,0.129,27,1.1032,0.2139,0.4413,0.123,1.169,0.5935,28,1.0689,0.2924,0.3515,0.097,1.1116,0.2728,27
3.5,14,60,120,1.0623,0.4229,0.3085,0.1277,1.1007,0.2178,30,1.9812,0.423,1.9201,0.1664,2.9641,1.7659,18,0.9739,0.3111,0.0676,0.152,0.9589,0.0772,28,1.0971,0.2139,0.4232,0.1219,1.1587,0.5641,30,1.0491,0.287,0.2691,0.0969,1.079,0.2124,27
3.5,14,60,144,1.0744,0.4351,0.3471,0.1261,1.1208,0.2352,31,1.9759,0.4215,1.9136,0.1663,2.9514,1.7654,19,0.9611,0.307,0.0299,0.1519,0.9389,0.0346,29,1.087,0.212,0.3922,0.1203,1.1418,0.5204,29,1.0935,0.3037,0.4557,0.0953,1.1524,0.3345,26
3.5,14,60,169,1.0844,0.5068,0.3787,0.1264,1.1375,0.2208,31,1.9451,0.4136,1.877,0.1659,2.8787,1.7605,19,1.0271,0.2661,0.2146,0.1494,1.0434,0.2818,29,1.061,0.2104,0.3063,0.1199,1.0987,0.4081,30,1.0695,0.318,0.3564,0.0953,1.1126,0.2499,27
3.5,14,60,252,1.1529,0.4603,0.6036,0.1193,1.2537,0.3658,32,1.7065,0.4852,1.5096,0.1704,2.3382,1.2395,25,1.0723,0.2611,0.3377,0.1454,1.1173,0.4397,31,1.1001,0.2317,0.4383,0.1176,1.1637,0.5204,31,1.1882,0.2163,0.8511,0.0919,1.315,0.8457,30
