factor,atr_period,order_size,dema_length,0_cumulative_return,0_max_drawdown,0_sharpe_ratio,0_annual volatility,0_annualized_return,0_calmar,0_number_of_transactions,1_cumulative_return,1_max_drawdown,1_sharpe_ratio,1_annual volatility,1_annualized_return,1_calmar,1_number_of_transactions,2_cumulative_return,2_max_drawdown,2_sharpe_ratio,2_annual volatility,2_annualized_return,2_calmar,2_number_of_transactions,3_cumulative_return,3_max_drawdown,3_sharpe_ratio,3_annual volatility,3_annualized_return,3_calmar,3_number_of_transactions,4_cumulative_return,4_max_drawdown,4_sharpe_ratio,4_annual volatility,4_annualized_return,4_calmar,4_number_of_transactions
1.5,12,85,100,1.4161,0.4467,1.026,0.174,1.7382,0.9346,83,1.9731,0.3387,1.6513,0.2012,2.9449,2.2943,82,1.1268,0.3373,0.4612,0.2027,1.209,0.6481,97,0.6155,0.5169,-1.0306,0.1727,0.4624,-0.8052,106,1.2842,0.22,0.9336,0.1299,1.4877,1.2893,83
1.5,12,85,120,1.2916,0.4397,0.8156,0.1677,1.5018,0.7274,82,1.7282,0.4209,1.4161,0.1917,2.3856,1.5082,83,1.0457,0.4143,0.3028,0.2019,1.0737,0.345,98,0.5647,0.5382,-1.2772,0.1693,0.4033,-0.9393,109,1.1745,0.2309,0.6427,0.1287,1.291,0.8383,90
1.5,12,85,144,1.3695,0.4339,0.974,0.1651,1.6482,0.8665,82,1.9472,0.4299,1.7034,0.1885,2.8837,1.7466,82,1.1034,0.3725,0.4153,0.1973,1.1693,0.5145,93,0.5398,0.5854,-1.3895,0.1694,0.3754,-0.9405,108,1.1987,0.24,0.7244,0.1246,1.3335,0.8795,90
1.5,12,85,169,1.2774,0.553,0.7956,0.1644,1.4756,0.5531,84,2.0663,0.4258,1.8317,0.1894,3.1691,1.9052,82,1.1377,0.3715,0.4823,0.1918,1.2275,0.5824,94,0.6247,0.5091,-1.0619,0.1646,0.4735,-0.8031,106,1.0993,0.2948,0.4278,0.124,1.1622,0.421,91
1.5,12,85,252,1.5247,0.3835,1.28,0.16,1.9548,1.2488,76,1.5061,0.6298,1.1185,0.1892,1.9172,0.7858,83,1.1167,0.3771,0.441,0.1904,1.1917,0.5207,88,0.758,0.4448,-0.5759,0.1619,0.6438,-0.4903,103,1.266,0.1988,0.947,0.1179,1.4543,1.3137,85
1.5,12,85,576,1.3822,0.5948,1.0467,0.1532,1.6727,0.6306,77,1.8361,0.5016,1.5961,0.1841,2.6266,1.3697,77,1.6228,0.1996,1.3594,0.1743,2.1585,2.776,83,0.7919,0.4112,-0.5113,0.1525,0.6902,-0.4433,98,1.059,0.2993,0.3019,0.1117,1.0953,0.2635,80
1.5,12,85,676,1.4023,0.5102,1.0866,0.1533,1.7114,0.7633,75,2.3152,0.4849,2.2043,0.1769,3.7969,1.8809,71,1.4386,0.1981,1.0772,0.1709,1.7823,2.1731,84,0.8033,0.4014,-0.4841,0.1501,0.7061,-0.4234,101,0.964,0.3318,-0.0519,0.1137,0.9434,-0.0416,79
1.5,12,90,30,1.2765,0.5151,0.7292,0.1994,1.474,0.66,71,1.7936,0.5258,1.3262,0.2314,2.5307,1.3644,72,1.297,0.3178,0.7251,0.2339,1.5117,1.2483,78,0.5361,0.5976,-1.1664,0.195,0.3713,-0.8899,91,0.9485,0.3236,-0.0176,0.1474,0.9194,-0.0188,79
1.5,12,90,60,1.4652,0.4197,1.0469,0.1917,1.8352,1.1183,76,1.7709,0.4466,1.3316,0.223,2.48,1.5548,82,1.3608,0.2804,0.8214,0.2268,1.6316,1.554,90,0.5862,0.51,-1.0168,0.1888,0.4279,-0.8804,101,1.0933,0.2956,0.3973,0.1408,1.1523,0.4428,85
1.5,12,90,100,1.4362,0.4842,1.0268,0.1836,1.7777,0.9107,83,2.0428,0.3665,1.6587,0.2126,3.1119,2.2496,82,1.1278,0.3567,0.4642,0.2142,1.2107,0.6519,97,0.5951,0.541,-1.0312,0.1826,0.4384,-0.8137,106,1.3004,0.2326,0.9391,0.1373,1.5175,1.2967,83
1.5,12,90,120,1.3031,0.4744,0.8152,0.1769,1.5231,0.711,82,1.7755,0.4555,1.4223,0.2025,2.4901,1.4783,83,1.0421,0.4387,0.3054,0.2133,1.0678,0.3472,98,0.5433,0.5633,-1.2783,0.1789,0.3793,-0.9496,109,1.183,0.2436,0.6475,0.1361,1.3059,0.846,90
1.5,12,90,144,1.3866,0.4693,0.9743,0.1742,1.6812,0.8456,82,2.0157,0.4694,1.7114,0.1991,3.0466,1.6974,82,1.1032,0.3944,0.4179,0.2085,1.169,0.5165,93,0.5179,0.6124,-1.3912,0.1791,0.3514,-0.9516,108,1.209,0.2542,0.7294,0.1317,1.3518,0.8837,90
1.5,12,90,169,1.2879,0.5958,0.7946,0.1735,1.4949,0.5412,84,2.1477,0.4672,1.8411,0.2,3.3697,1.8431,82,1.14,0.3941,0.4853,0.2026,1.2315,0.5836,94,0.6048,0.5336,-1.0628,0.174,0.4497,-0.8106,106,1.1031,0.3116,0.432,0.1311,1.1685,0.4252,91
1.5,12,90,252,1.5538,0.4156,1.281,0.1688,2.0145,1.2169,76,1.5355,0.6845,1.1243,0.1999,1.977,0.7679,83,1.1181,0.4001,0.4443,0.2012,1.1941,0.5225,88,0.7424,0.4689,-0.5754,0.1712,0.6229,-0.4912,103,1.2817,0.2108,0.9535,0.1246,1.4831,1.3189,85
1.5,12,90,576,1.4011,0.6392,1.0471,0.1617,1.7091,0.6194,77,1.8935,0.5482,1.6019,0.1945,2.7584,1.3289,77,1.663,0.2114,1.3659,0.1842,2.2442,2.7829,83,0.7782,0.4339,-0.5106,0.1611,0.6713,-0.4434,98,1.061,0.3165,0.3069,0.118,1.0986,0.2677,80
1.5,12,90,676,1.4227,0.5472,1.0873,0.1617,1.7511,0.7513,75,2.4207,0.5319,2.2116,0.1869,4.0754,1.8168,71,1.464,0.2096,1.083,0.1806,1.8327,2.1813,84,0.7901,0.4236,-0.4834,0.1587,0.6877,-0.4234,101,0.9603,0.3496,-0.0478,0.1202,0.9377,-0.0385,79
1.5,12,100,30,0.1077,1.3196,-0.4085,0.7453,0.0289,-0.5395,5,0.0453,1.1521,-0.0869,1.065,0.0073,-0.1878,9,0.6532,1.0864,-0.2597,0.3045,0.5082,-0.1702,5,1.8079,0.2527,1.9723,0.1367,2.5627,2.4951,3,0.8745,0.428,-0.2002,0.1614,0.8082,-0.1765,3
1.5,12,100,60,0.2891,0.9089,-1.3676,0.3103,0.1391,-1.0918,18,0.0641,1.1344,-0.4119,0.8705,0.0127,-0.7391,25,0.3945,1.1789,-0.9454,0.3081,0.2281,-0.5779,27,1.4334,0.4717,1.0025,0.1906,1.7722,0.9475,11,0.6084,0.5804,-1.0033,0.1794,0.4543,-0.7254,17
1.5,12,100,100,0.3814,0.8027,-1.2766,0.2643,0.2161,-0.983,28,0.1321,1.1065,-0.8059,0.5889,0.0401,-1.003,29,0.6258,1.0658,-0.4303,0.2737,0.4748,-0.2584,41,1.77,0.454,1.383,0.2098,2.4779,1.4946,23,0.5772,0.5226,-1.0504,0.1889,0.4178,-0.8883,23
1.5,12,100,120,0.4457,0.675,-1.1104,0.251,0.2769,-0.9655,26,0.2479,1.0502,-1.0733,0.3938,0.109,-0.941,31,0.7035,1.0695,-0.2596,0.2701,0.5718,-0.1533,39,1.8665,0.4395,1.4827,0.2116,2.6962,1.6691,27,0.6278,0.5163,-0.856,0.1894,0.4775,-0.7346,25
1.5,12,100,144,0.4198,0.6963,-1.1904,0.2542,0.2517,-1.0163,28,0.3394,0.9758,-0.755,0.3883,0.1796,-0.7027,33,0.7263,1.114,-0.2169,0.2676,0.6015,-0.1218,35,1.709,0.4172,1.3085,0.2105,2.3436,1.5441,33,0.6973,0.5773,-0.8133,0.1593,0.5641,-0.5251,25
1.5,12,100,169,0.2732,0.7899,-1.191,0.3531,0.1272,-1.2449,29,0.3454,0.9729,-0.7215,0.3918,0.1846,-0.6795,33,1.5706,0.4309,1.1519,0.2056,2.0492,1.2851,37,1.4904,0.3796,1.0365,0.2083,1.8855,1.3298,39,0.6497,0.594,-0.9244,0.1689,0.5042,-0.6149,23
1.5,12,100,252,0.7071,0.4908,-0.5047,0.2064,0.5764,-0.4964,26,0.318,0.9645,-0.7419,0.4082,0.1619,-0.7342,31,0.9957,0.9192,0.2906,0.2749,0.9932,0.2033,29,1.0465,0.4263,0.3132,0.2112,1.0748,0.3628,51,0.7586,0.6251,-0.6755,0.1458,0.6448,-0.3686,23
1.5,12,100,576,0.6626,0.9965,-0.3219,0.2812,0.5199,-0.2124,26,0.0599,1.4669,-2.5509,16.2921,0.0114,-66.2497,17,1.242,0.2399,0.718,0.1664,1.4111,1.1641,43,1.0441,0.3075,0.2769,0.1722,1.071,0.3627,72,0.5563,0.7027,-0.9872,0.2084,0.394,-0.6847,9
1.5,12,100,676,0.6898,0.9341,-0.3244,0.2622,0.5542,-0.2129,26,0.2492,1.1245,-0.7854,4.3398,0.1099,-7.0881,15,1.2407,0.2446,0.7154,0.1663,1.4088,1.1376,43,0.972,0.3018,0.0895,0.1667,0.9559,0.1155,78,0.6131,0.7582,-0.67,0.229,0.4598,-0.4735,9
1.5,14,50,30,1.1793,0.2501,0.7042,0.114,1.2996,0.7508,70,1.3903,0.2357,1.1872,0.1311,1.6883,1.5438,72,1.2555,0.1768,0.8488,0.1324,1.4356,1.4858,78,0.7246,0.378,-1.178,0.1096,0.5993,-0.7986,92,0.9556,0.2056,-0.2014,0.0831,0.9304,-0.1903,82
1.5,14,50,60,1.2704,0.1947,1.0102,0.1099,1.4627,1.3336,76,1.378,0.2032,1.1899,0.1264,1.6645,1.7304,84,1.2554,0.1359,0.8674,0.1279,1.4354,1.909,91,0.7601,0.3212,-1.0317,0.1061,0.6467,-0.7972,102,1.0507,0.1744,0.2915,0.0794,1.0817,0.3103,87
1.5,14,50,100,1.2547,0.2192,0.9922,0.1054,1.4342,1.1158,83,1.4876,0.1656,1.505,0.1205,1.8798,2.5618,82,1.1284,0.2007,0.5242,0.1206,1.2117,0.7369,97,0.7705,0.3321,-1.0172,0.1027,0.6608,-0.7359,105,1.1367,0.1336,0.7256,0.0778,1.2256,0.9883,85
1.5,14,50,120,1.1881,0.2227,0.7906,0.1016,1.3151,0.8437,82,1.3921,0.208,1.3198,0.1148,1.6918,1.7027,83,1.0797,0.222,0.3679,0.1202,1.1295,0.4657,98,0.7301,0.3461,-1.2707,0.1008,0.6065,-0.865,108,1.0874,0.1515,0.4847,0.0772,1.1424,0.5776,92
1.5,14,50,144,1.229,0.2216,0.9441,0.1,1.3878,0.9967,82,1.4894,0.2,1.5933,0.1129,1.8835,2.1036,82,1.114,0.199,0.4836,0.1176,1.1871,0.6681,94,0.7115,0.3732,-1.3789,0.1008,0.5822,-0.8711,107,1.1012,0.159,0.5675,0.0746,1.1655,0.6229,93
1.5,14,50,169,1.1807,0.2887,0.7753,0.0996,1.3021,0.6253,84,1.5389,0.1912,1.7123,0.1133,1.984,2.372,82,1.1322,0.202,0.5505,0.1143,1.2181,0.7284,95,0.7741,0.3246,-1.0575,0.098,0.6656,-0.7467,105,1.0466,0.1929,0.2763,0.0742,1.075,0.2487,94
1.5,14,50,252,1.3081,0.1977,1.2503,0.0962,1.5325,1.4225,76,1.2815,0.3023,1.0241,0.1128,1.4831,0.8938,83,1.1197,0.1981,0.5109,0.1134,1.1968,0.6836,89,0.859,0.2807,-0.6181,0.0963,0.7854,-0.4959,103,1.1402,0.1114,0.7998,0.0707,1.2316,1.1869,87
1.5,14,50,576,1.2328,0.3171,1.0199,0.0922,1.3946,0.6932,77,1.4413,0.2316,1.5015,0.1099,1.7878,1.6662,77,1.3864,0.1176,1.4147,0.1038,1.6806,2.9198,83,0.8878,0.2521,-0.5123,0.0909,0.8277,-0.4321,97,1.0267,0.1908,0.1659,0.0669,1.0427,0.1361,82
1.5,14,50,676,1.2431,0.2763,1.0584,0.0922,1.4132,0.8258,75,1.6514,0.2183,2.0975,0.1059,2.2193,2.3802,71,1.2908,0.1173,1.1387,0.1017,1.5004,2.3106,84,0.8949,0.2458,-0.4851,0.0896,0.8383,-0.4136,101,0.9728,0.2136,-0.1731,0.068,0.9571,-0.1289,82
1.5,14,60,30,1.2066,0.3117,0.7098,0.1359,1.3478,0.7236,70,1.4721,0.296,1.2049,0.1565,1.8488,1.4896,72,1.3013,0.2127,0.8629,0.1581,1.5198,1.4996,78,0.6743,0.4409,-1.1736,0.131,0.5346,-0.8157,91,0.9432,0.2461,-0.1896,0.0993,0.9113,-0.179,82
1.5,14,60,60,1.3201,0.2448,1.0186,0.1309,1.5549,1.2735,76,1.457,0.2541,1.2072,0.1509,1.8187,1.6757,83,1.3016,0.1684,0.8807,0.1528,1.5203,1.8687,91,0.7144,0.3754,-1.0273,0.1269,0.5859,-0.812,102,1.0575,0.2094,0.306,0.0948,1.0928,0.3243,87
1.5,14,60,100,1.3012,0.2773,0.9999,0.1255,1.5195,1.0585,83,1.5991,0.2075,1.5255,0.1439,2.1087,2.4735,82,1.1461,0.2404,0.5351,0.1441,1.242,0.7501,97,0.7263,0.3898,-1.0134,0.1229,0.6015,-0.747,105,1.1626,0.1602,0.7432,0.093,1.2703,1.0094,85
1.5,14,60,120,1.2189,0.2792,0.7958,0.121,1.3697,0.8068,82,1.477,0.2614,1.3385,0.137,1.8587,1.6397,83,1.087,0.2685,0.3782,0.1436,1.1418,0.4728,98,0.6808,0.4054,-1.2681,0.1205,0.5428,-0.8813,108,1.1024,0.1809,0.5012,0.0923,1.1675,0.5979,92
1.5,14,60,144,1.2697,0.2787,0.9506,0.1191,1.4615,0.9503,82,1.603,0.2556,1.6155,0.1347,2.1168,1.991,82,1.1288,0.2402,0.494,0.1404,1.2123,0.6752,94,0.6599,0.437,-1.3775,0.1206,0.5165,-0.8888,107,1.1194,0.1906,0.5846,0.0892,1.1962,0.6401,93
1.5,14,60,169,1.2097,0.3603,0.7792,0.1186,1.3533,0.5998,84,1.6684,0.2468,1.7373,0.1352,2.2558,2.2253,82,1.1517,0.2424,0.5618,0.1365,1.2517,0.74,95,0.7306,0.3821,-1.0541,0.1172,0.6072,-0.7561,105,1.053,0.2304,0.292,0.0888,1.0855,0.2632,94
1.5,14,60,252,1.3687,0.2469,1.2584,0.1145,1.6467,1.3647,76,1.3382,0.383,1.042,0.1348,1.5888,0.8576,83,1.1369,0.2402,0.5232,0.1354,1.2263,0.6898,89,0.8282,0.3341,-0.6119,0.1152,0.7411,-0.4934,103,1.168,0.1336,0.8207,0.0845,1.2797,1.2139,87
1.5,14,60,576,1.2754,0.3931,1.0268,0.1097,1.4719,0.6702,77,1.5403,0.2967,1.5194,0.1312,1.9867,1.5716,77,1.4718,0.1413,1.434,0.124,1.8482,2.942,83,0.8623,0.3007,-0.5051,0.1087,0.7903,-0.427,97,1.0299,0.228,0.1838,0.0799,1.0479,0.1507,82
1.5,14,60,676,1.2882,0.3411,1.0658,0.1097,1.4956,0.8017,75,1.8137,0.2817,2.119,0.1264,2.5758,2.2234,71,1.3512,0.1407,1.1566,0.1215,1.6134,2.3359,84,0.8707,0.2933,-0.4778,0.1071,0.8025,-0.408,101,0.9652,0.2536,-0.1572,0.0813,0.9453,-0.1179,81
1.5,14,70,30,1.2307,0.3773,0.713,0.1575,1.3908,0.6961,70,1.5542,0.3608,1.2203,0.1817,2.0154,1.4369,72,1.3448,0.2487,0.8749,0.1836,1.6013,1.5102,78,0.626,0.4999,-1.1714,0.1524,0.475,-0.8351,91,0.9298,0.2863,-0.1809,0.1155,0.8909,-0.1708,81
1.5,14,70,60,1.3679,0.2987,1.0243,0.1516,1.6452,1.2162,76,1.5363,0.3085,1.222,0.1751,1.9786,1.622,83,1.3456,0.2028,0.8919,0.1775,1.6028,1.825,91,0.6698,0.4265,-1.0251,0.1476,0.5289,-0.8295,102,1.0631,0.2444,0.3173,0.1102,1.1021,0.3347,87
1.5,14,70,100,1.3456,0.3403,1.005,0.1454,1.6027,1.004,83,1.715,0.2524,1.5435,0.167,2.3567,2.3876,82,1.1609,0.28,0.5439,0.1674,1.2676,0.7605,97,0.683,0.4445,-1.012,0.1428,0.5455,-0.7605,105,1.1879,0.1867,0.7576,0.1081,1.3145,1.0259,85
1.5,14,70,120,1.2471,0.3395,0.7985,0.1401,1.4204,0.7707,82,1.5636,0.3189,1.3546,0.1589,2.0347,1.5781,83,1.0915,0.3154,0.3863,0.1668,1.1493,0.4775,98,0.6335,0.4615,-1.268,0.1401,0.484,-0.9,108,1.1165,0.21,0.5144,0.1072,1.1912,0.6144,92
1.5,14,70,144,1.3082,0.3402,0.9544,0.138,1.5326,0.9051,82,1.7217,0.3172,1.6351,0.1563,2.3714,1.8836,82,1.1408,0.2817,0.5021,0.1631,1.2329,0.6797,94,0.6106,0.4981,-1.3786,0.1402,0.4566,-0.9075,107,1.1369,0.2221,0.5981,0.1037,1.226,0.6535,93
1.5,14,70,169,1.236,0.4365,0.7804,0.1374,1.4004,0.5744,84,1.8056,0.3094,1.7596,0.1569,2.5577,2.0867,82,1.1687,0.2826,0.5709,0.1585,1.2811,0.7487,95,0.688,0.4371,-1.0534,0.1363,0.552,-0.7679,105,1.0585,0.2674,0.3041,0.1032,1.0945,0.2746,94
1.5,14,70,252,1.4283,0.3001,1.2635,0.1326,1.7622,1.3058,76,1.3946,0.4711,1.0573,0.1565,1.6965,0.8216,83,1.1519,0.2828,0.5332,0.1573,1.2519,0.6932,89,0.797,0.3862,-0.6084,0.1339,0.6972,-0.4933,103,1.1957,0.1558,0.8378,0.0982,1.3283,1.2356,87
1.5,14,70,576,1.3162,0.4732,1.0308,0.127,1.5476,0.6469,77,1.6425,0.3691,1.5346,0.1524,2.2005,1.4817,77,1.5597,0.165,1.4507,0.1439,2.0268,2.9592,83,0.8361,0.3485,-0.5007,0.1263,0.7524,-0.4245,97,1.0325,0.265,0.1979,0.0929,1.0521,0.1622,82
1.5,14,70,676,1.3318,0.409,1.0702,0.127,1.5768,0.7772,75,1.9878,0.3529,2.1377,0.1466,2.9797,2.0769,71,1.412,0.1641,1.1717,0.1411,1.7302,2.3562,84,0.8458,0.3401,-0.4733,0.1244,0.7663,-0.405,101,0.957,0.2927,-0.1452,0.0945,0.9326,-0.1096,81
1.5,14,75,30,1.2415,0.4115,0.714,0.1682,1.4102,0.6825,70,1.5953,0.3948,1.2274,0.1942,2.1008,1.4114,72,1.3655,0.2667,0.8804,0.1962,1.6407,1.5147,78,0.6026,0.5279,-1.1709,0.163,0.4471,-0.8455,91,0.9227,0.3062,-0.1773,0.1235,0.8801,-0.1674,81
1.5,14,75,60,1.3909,0.327,1.0266,0.1619,1.6895,1.1888,76,1.576,0.337,1.2288,0.1872,2.0605,1.596,83,1.3667,0.2205,0.8969,0.1897,1.6428,1.8043,91,0.648,0.4508,-1.0247,0.1579,0.5018,-0.839,101,1.0655,0.262,0.3222,0.1179,1.106,0.3391,87
1.5,14,75,100,1.367,0.3737,1.0069,0.1552,1.6434,0.9779,83,1.7746,0.2761,1.5519,0.1785,2.4882,2.3459,82,1.1672,0.2997,0.5477,0.179,1.2786,0.765,97,0.6617,0.4708,-1.0119,0.1528,0.5188,-0.768,105,1.2004,0.1999,0.7639,0.1156,1.3365,1.0331,85
1.5,14,75,120,1.2602,0.3711,0.7991,0.1496,1.4441,0.7533,82,1.6074,0.3493,1.362,0.1698,2.1261,1.5482,83,1.0927,0.3389,0.3898,0.1783,1.1513,0.4795,98,0.6105,0.4884,-1.2685,0.1499,0.4565,-0.9101,108,1.1232,0.2244,0.5201,0.1147,1.2026,0.6218,92
1.5,14,75,144,1.3267,0.3726,0.9556,0.1473,1.5671,0.8833,82,1.7831,0.3504,1.6442,0.167,2.5071,1.8322,82,1.1458,0.3025,0.5056,0.1743,1.2414,0.6814,94,0.5869,0.5276,-1.3797,0.15,0.4287,-0.9173,107,1.1453,0.2378,0.604,0.1109,1.2405,0.6593,93
1.5,14,75,169,1.2481,0.4762,0.7804,0.1467,1.4223,0.562,84,1.8772,0.3435,1.7701,0.1677,2.7207,2.0206,82,1.1762,0.3027,0.5748,0.1694,1.2943,0.7523,95,0.6672,0.4637,-1.0536,0.1458,0.5256,-0.7746,105,1.0609,0.2857,0.3093,0.1104,1.0985,0.2796,94
1.5,14,75,252,1.4577,0.3293,1.2654,0.1416,1.8202,1.2719,76,1.4226,0.5181,1.0642,0.1674,1.751,0.804,83,1.1584,0.3044,0.5375,0.1681,1.2633,0.6944,89,0.7812,0.4119,-0.6073,0.1432,0.6754,-0.4939,103,1.2095,0.1669,0.8455,0.1051,1.3527,1.2451,87
1.5,14,75,576,1.336,0.5148,1.032,0.1356,1.5847,0.6354,77,1.6949,0.4081,1.5416,0.1629,2.3129,1.4387,77,1.6046,0.1769,1.4583,0.1539,2.1203,2.9666,83,0.8228,0.372,-0.4992,0.1351,0.7335,-0.4239,97,1.0335,0.2834,0.204,0.0993,1.0538,0.1672,82
1.5,14,75,676,1.353,0.4441,1.0716,0.1356,1.6168,0.765,75,2.0794,0.3917,2.1462,0.1567,3.201,2.0075,71,1.4425,0.1757,1.1786,0.1508,1.79,2.3652,84,0.8331,0.3632,-0.4718,0.1331,0.7481,-0.4043,101,0.9526,0.3119,-0.1401,0.1011,0.9259,-0.1062,81
1.5,14,80,30,1.2514,0.4468,0.7147,0.1789,1.4283,0.6692,70,1.6364,0.43,1.2341,0.2066,2.1874,1.3866,72,1.3856,0.2848,0.8856,0.2088,1.6792,1.5188,78,0.5797,0.555,-1.1707,0.1736,0.4204,-0.8564,91,0.9155,0.3261,-0.1742,0.1316,0.8691,-0.1644,81
1.5,14,80,60,1.4134,0.3562,1.0284,0.1721,1.733,1.1624,76,1.6157,0.3663,1.2352,0.1992,2.1435,1.5706,83,1.3871,0.2386,0.9017,0.2019,1.682,1.7845,91,0.6265,0.4744,-1.0245,0.1681,0.4757,-0.8489,102,1.0676,0.2795,0.3266,0.1255,1.1094,0.343,87
1.5,14,80,100,1.3878,0.4083,1.0084,0.165,1.6833,0.9528,83,1.8352,0.3005,1.5598,0.1899,2.6246,2.3052,82,1.1728,0.3194,0.5512,0.1906,1.2883,0.7691,97,0.6408,0.4964,-1.0122,0.1627,0.493,-0.7759,105,1.2126,0.2131,0.7698,0.1231,1.3582,1.0397,85
1.5,14,80,120,1.2726,0.4037,0.7994,0.159,1.4668,0.7364,82,1.6515,0.3806,1.3689,0.1806,2.2196,1.519,83,1.0932,0.3625,0.393,0.1898,1.1521,0.4811,98,0.5881,0.5145,-1.2694,0.1596,0.4301,-0.9207,108,1.1297,0.2388,0.5254,0.1221,1.2136,0.6286,92
1.5,14,80,144,1.3445,0.4062,0.9564,0.1566,1.6007,0.862,82,1.8457,0.3852,1.6529,0.1776,2.6485,1.7823,82,1.15,0.3233,0.5088,0.1855,1.2487,0.6828,94,0.5637,0.5562,-1.3811,0.1597,0.4022,-0.9275,107,1.1536,0.2534,0.6095,0.1181,1.2547,0.6646,93
1.5,14,80,169,1.2595,0.5171,0.78,0.1559,1.443,0.5499,84,1.9508,0.3795,1.7802,0.1784,2.8921,1.9568,82,1.1831,0.3228,0.5785,0.1803,1.3064,0.7555,95,0.6466,0.4896,-1.0542,0.1552,0.5001,-0.7816,105,1.0631,0.304,0.314,0.1176,1.102,0.2841,94
1.5,14,80,252,1.4868,0.3597,1.2668,0.1505,1.8783,1.2391,76,1.4504,0.567,1.0708,0.1781,1.8057,0.7867,83,1.1643,0.326,0.5416,0.1789,1.2736,0.6952,89,0.7654,0.4372,-0.6066,0.1525,0.6538,-0.4949,103,1.2233,0.1779,0.8527,0.1119,1.3772,1.254,87
1.5,14,80,576,1.3553,0.5575,1.0328,0.1441,1.6211,0.6241,77,1.748,0.4492,1.5481,0.1733,2.4292,1.3971,77,1.6501,0.1887,1.4656,0.1637,2.2166,2.9734,83,0.8094,0.3954,-0.498,0.1438,0.7145,-0.4237,97,1.0344,0.3017,0.2096,0.1057,1.0552,0.1717,82
1.5,14,80,676,1.3737,0.48,1.0727,0.1441,1.6563,0.753,75,2.1741,0.4326,2.1543,0.1667,3.4358,1.9407,71,1.473,0.1874,1.1852,0.1605,1.8507,2.3735,84,0.8202,0.3861,-0.4707,0.1417,0.7298,-0.4038,101,0.9481,0.3309,-0.1354,0.1076,0.9189,-0.103,81
1.5,14,85,30,1.2605,0.4831,0.7151,0.1895,1.4448,0.6559,70,1.6774,0.4663,1.2405,0.219,2.2751,1.3625,72,1.4049,0.3028,0.8906,0.2214,1.7166,1.5226,78,0.5574,0.5811,-1.1707,0.1842,0.395,-0.8675,91,0.9079,0.3458,-0.1713,0.1395,0.8578,-0.1617,81
1.5,14,85,60,1.4352,0.3862,1.03,0.1823,1.7758,1.1369,76,1.6552,0.3964,1.2413,0.2111,2.2275,1.5459,84,1.4068,0.2569,0.9062,0.2141,1.7202,1.7655,91,0.6055,0.4972,-1.0245,0.1783,0.4505,-0.8593,101,1.0694,0.297,0.3306,0.1331,1.1124,0.3465,87
1.5,14,85,100,1.408,0.4442,1.0096,0.1747,1.7224,0.9285,83,1.8968,0.3256,1.5674,0.2013,2.7661,2.2655,82,1.1777,0.339,0.5545,0.2021,1.2968,0.773,97,0.6202,0.5213,-1.0126,0.1726,0.468,-0.7841,105,1.2248,0.2264,0.7753,0.1305,1.3798,1.0454,85
1.5,14,85,120,1.2843,0.4372,0.7994,0.1684,1.4883,0.7199,82,1.696,0.4131,1.3756,0.1914,2.3153,1.4905,83,1.0929,0.386,0.396,0.2012,1.1517,0.4827,98,0.5662,0.5398,-1.2705,0.1693,0.4049,-0.9317,108,1.1359,0.253,0.5303,0.1295,1.2243,0.6351,92
1.5,14,85,144,1.3617,0.4409,0.957,0.1658,1.6335,0.8414,82,1.9096,0.4216,1.6613,0.1882,2.7957,1.7339,82,1.1536,0.3441,0.5117,0.1967,1.2549,0.684,94,0.5412,0.5841,-1.3828,0.1694,0.3769,-0.9381,107,1.1616,0.2691,0.6146,0.1253,1.2686,0.6695,93
1.5,14,85,169,1.2702,0.5592,0.7793,0.1651,1.4625,0.538,84,2.0264,0.4176,1.79,0.1891,3.0723,1.8951,82,1.1894,0.3429,0.5818,0.1911,1.3173,0.7584,95,0.6264,0.5149,-1.055,0.1647,0.4754,-0.789,105,1.065,0.3221,0.3184,0.1247,1.1051,0.2884,94
1.5,14,85,252,1.5156,0.3912,1.268,0.1593,1.9364,1.2073,76,1.478,0.618,1.0771,0.1889,1.8607,0.7697,83,1.1697,0.3477,0.5454,0.1897,1.2828,0.6959,89,0.7495,0.4622,-0.6061,0.1618,0.6324,-0.4961,103,1.237,0.189,0.8595,0.1186,1.4018,1.2623,87
1.5,14,85,576,1.374,0.6012,1.0333,0.1525,1.657,0.6129,77,1.8018,0.4923,1.5544,0.1838,2.5492,1.3568,77,1.6962,0.2006,1.4726,0.1736,2.3158,2.9798,83,0.7958,0.4185,-0.4972,0.1526,0.6956,-0.4237,97,1.0351,0.32,0.2147,0.1121,1.0563,0.1759,82
1.5,14,85,676,1.3939,0.5167,1.0735,0.1525,1.6953,0.7411,75,2.2721,0.4759,2.1621,0.1766,3.685,1.8764,71,1.5036,0.1991,1.1914,0.1701,1.9122,2.3814,84,0.8072,0.4088,-0.4698,0.1502,0.7115,-0.4037,101,0.9435,0.3497,-0.1312,0.1141,0.9118,-0.1002,81
1.5,14,90,30,1.2688,0.5222,0.7153,0.2,1.4599,0.6408,70,1.7182,0.5037,1.2467,0.2314,2.3637,1.3391,72,1.4235,0.3209,0.8953,0.2339,1.7529,1.5261,78,0.5356,0.6064,-1.1709,0.1947,0.3708,-0.8791,91,0.9002,0.3655,-0.1687,0.1475,0.8462,-0.1593,81
